B1	B2	CD4_1	CD4_2	CD4_3	CD4_4	CD45_1	CD45_2	CD8_1	CD8_2	CD8_3	CD8_4	CD8_5	CD8_6	DC1	DC2	DC3	DC4	E1	E2	E3	M1	M10	M11	M12	M13	M2	M3	M4	M5	M6	M7	M8	M9	Mo1	Mo2	Mo3	Mo4	Mo5	Mo6	Mo7	Mo8	N1	N2	N3	N4	N5	N6	N7	NK1	NK2	NKT	S	T1	T10	T11	T12	T2	T3	T4	T5	T6	T7	T8	T9	Treg1	Treg2
B1	1.51333730764712	-3.30229481512608	0.824033732146134	0.55327800748351	1.2938610516898	0.947456778134815	0.568686960640006	0.800779638545572	0.822436216287486	0.841866279482725	-4.32232503528421	1.16344165165008	0.940098557117822	0.369975478846782	0.254127254991587	0.569981548268623	-3.6415478007521	-3.16969659166072	-0.247801701311613	0.169748424033961	-3.04479248553987	-0.719778941478452	0.694742540398646	0.401585988661547	-3.27881797255994	-0.537328347376516	0.233599492765908	-0.0118730510708455	-3.36595345494146	-2.72272553215355	-4.92791150196436	-0.345061313235749	0.226799913568296	-3.34575321746732	-0.0488299739063547	0.0298816344950803	-0.671804579449091	-0.799034107709764	-0.688321427296582	-4.33416507459311	-4.1221199663321	0.0816905893923577	-0.675301084083796	-0.531281610625098	-3.04479248553987	-4.00800703757483	-0.348762836377429	-0.48622357019047	-0.793094416169415	-0.193103884419345	-3.04479248553987	-0.160702292089993	-0.374023369056488	0.256391764682401	-0.621329327186622	-0.600500603954657	-0.290579852525208	-3.35597077173299	-1.08827578007152	-0.04187790270871	0.199108824136551	-1.10760333502439	0.208468905524593	-0.145149033067247	-3.76778384445152	0.414246056796427	0.498342903735917
B2	-3.30229481512608	-1.50302961645489	0.23595235376596	-1.64750022112215	-2.48665848913453	-2.36722471621476	0.51366752798904	0.966618798928053	1.19037946958146	0.658903220001367	-2.52305983661301	-1.03733657695559	-2.33982110936421	-2.90994418763525	-2.98800417960915	-1.63079668033704	-1.8422826020809	-1.37043139298953	-3.74956866977138	-3.8570618281959	2.75451614040819	-0.543741836040843	-2.68208641527273	-3.59849005147661	-1.47955277388875	-3.03911485855054	0.617933100382971	-3.38870200674222	-1.56668825627026	-0.923460333482351	-3.12864630329316	0.0133031744669788	1.02608465495376	-1.54648801879612	0.116972071583974	0.598718348634416	-3.17359109062312	-2.99981233631543	-3.19010793847061	-2.53489987592191	-2.3228547676609	-2.11908763921331	-3.65419437397729	-2.73205983923076	-1.24552728686867	-2.20874183890363	-3.02663336866736	-4.17832146630123	-4.10777591051899	-3.80881370407914	-1.24552728686867	-2.83857282437992	-3.05189390134641	-1.94438646392326	-3.29919985947655	-4.0799912919907	-0.178532076139197	-1.55670557306179	0.409981136031312	-2.71974843499864	0.486511707865277	-4.00731682649199	0.427964602860536	0.423687681072089	-1.96851864578032	-1.78653217180924	-3.13375727024697
CD4_1	0.824033732146134	0.23595235376596	0.823652231999679	0.392490031667055	1.21132192337697	0.73344355097959	0.382918286096562	0.318298830568451	0.821369744726498	0.728212311958978	-0.182050445114736	1.00265367583362	0.353364768486535	0.360474549685824	0.148876109181326	-3.89185813739306	-0.103300631860057	-3.63149285004554	0.103313559551992	0.272811998393895	0.493454683352174	-0.395737553172484	0.335608014378495	0.0994903610348879	-3.74061423094476	-5.30017631560656	0.127680963783954	0.0906000153216157	0.172293713950584	-3.18452179053837	-0.544603516172349	-0.113589797042005	0.234824235786377	-3.80754947585214	0.0866733560022066	0.185824602398714	-0.0196775293481391	0.154101224959552	-0.220717919482444	0.107134082661113	0.115062465421881	0.318829593869475	-0.25249705523432	-0.515985565325657	-3.50658874392469	-4.46980329595965	-0.246298192451439	-0.149348089279664	-0.386565682145588	0.270569152012894	0.493454683352174	0.391728813346019	-1.0119036485572	-4.20544792097928	-0.329809840488382	-0.477729294002725	-0.308203123610072	-3.81776703011781	-0.77193888314834	-0.679758182209426	-0.218268359418337	-0.63490881798243	0.111371506218682	0.0229428159191533	-4.22958010283634	0.855501786773784	0.564223142264523
CD4_2	0.55327800748351	-1.64750022112215	0.392490031667055	-1.79197082578942	-2.6311290938018	-2.51169532088203	0.369196923321771	-3.17789523301608	-2.95413456236268	-3.48561081194276	-2.66753044128028	-1.18180718162286	-2.48429171403148	-3.05441479230252	-3.13247478427642	-1.77526728500431	-1.98675320674817	-1.5149019976568	-3.89403927443865	-4.00153243286317	-1.38999789153594	-4.98926415055334	-2.82655701994	-3.74296065614388	-1.62402337855602	-3.18358546321781	-3.52658093156116	-3.53317261140949	-1.71115886093753	-1.06793093814962	-3.27311690796043	0.448609766368156	-3.41943765955874	-1.69095862346339	-0.0274985330832952	0.153239461398783	-3.31806169529039	-3.1442829409827	-3.33457854313788	-2.67937048058918	-2.46732537232817	-2.26355824388058	0.502386731200668	1.12351298337883	-1.38999789153594	-2.3532124435709	-3.17110397333462	0.279278777585799	0.349824333368037	-3.95328430874641	-1.38999789153594	-2.98304342904719	-3.19636450601368	-2.08885706859053	-3.44367046414382	-4.22446189665797	-0.198067563213294	-1.70117617772906	-3.73453289591282	-2.8642190396659	-3.95901060664722	-4.15178743115926	-4.19364173276786	0.677144056698393	-2.11298925044759	-1.93100277647651	-3.27822787491424
CD4_3	1.2938610516898	-2.48665848913453	1.21132192337697	-2.6311290938018	2.00683534055135	1.25121725965989	0.484261863307896	-4.01705350102845	1.20671151254805	1.31868458356284	-3.50668870929266	-2.02096544963523	0.676593445233011	-3.89357306031489	-3.97163305228879	-2.61442555301669	-2.82591147476055	-2.35406026566917	-0.131126693896726	0.200705932396386	-2.22915615954832	-0.925327002926674	0.936355560601919	0.0199519243980417	-2.46318164656839	-0.0227003039533251	0.111396531387588	-0.372287452145005	-2.55031712894991	-1.90708920616199	-4.1122751759728	-0.715057053444703	-0.258552500294249	-2.53011689147576	-0.447530853936751	-0.20882650292933	-4.15721996330276	-3.98344120899507	-4.17373681115025	-3.51852874860155	-3.30648364034054	-3.10271651189295	-4.63782324665693	-3.71568871191041	-2.22915615954832	-3.19237071158328	-0.0102188140701358	-0.860898629135644	-5.09140478319863	-0.190371728204493	-2.22915615954832	-3.82220169705956	-4.03552277402606	-2.92801533660291	0.0182229776890353	-1.06357673739348	-0.40884520373578	-2.54033444574144	-4.57369116392519	-3.70337730767828	-0.79812544738273	-4.99094569917164	0.197651475263953	-0.258922052898485	-2.95214751845997	-2.77016104448888	0.924010490345315
CD4_4	0.947456778134815	-2.36722471621476	0.73344355097959	-2.51169532088203	1.25121725965989	1.76858452694847	0.649452885514902	1.00547568753036	0.803276673505844	0.69776010860367	-3.38725493637289	-1.90153167671546	1.09703550072114	0.526912422450105	-3.85219927936902	-2.49499178009692	-2.70647770184078	-2.2346264927494	-0.0116929209769561	-0.420205218110551	-2.10972238662855	-0.562857507875341	-3.54628151503261	0.491562183670277	-2.34374787364862	-3.90330995831042	-4.24630542665377	0.224238624459026	-2.43088335603013	-1.78765543324222	-3.99284140305303	-0.373776461089117	-4.13916215465134	-2.41068311855599	0.188531276334154	0.474868172301249	-4.03778619038299	-3.8640074360753	0.246748671614742	-3.39909497568178	-3.18704986742077	-2.98328273897318	-0.5183460464603	-3.59625493899064	-2.10972238662855	-3.07293693866351	-3.89082846842723	-0.741464856215874	-0.971927583002	0.0259698862997807	-2.10972238662855	0.297275503137071	-3.91608900110629	-2.80858156368314	-4.16339495923642	-4.94418639175058	-0.47846627358826	-2.42090067282167	-0.454213963728562	0.717108175086718	0.467396036030778	-0.871468498975003	0.165818637292768	-0.440507418687784	-2.8327137455402	1.34931615570775	0.303099339838378
CD45_1	0.568686960640006	0.51366752798904	0.382918286096562	0.369196923321771	0.484261863307896	0.649452885514902	0.547354687766955	0.325674469767869	0.497047197503959	0.427584055137853	-0.807370974737453	-3.32169114235689	0.220928569411317	0.49589821330633	0.361110720555131	0.08489218153852	0.35049856347892	0.345257468886035	0.13042991807363	0.161779879890137	-3.52988185226997	-0.247763397447881	0.237681716313921	0.0362339987442117	-3.76390733929005	-1.02241771410662	0.25261372332693	0.190266882900471	0.1490006056053	-3.20781489888365	-0.50990545305542	-0.0370492084737903	0.240019618516586	-3.83084258419742	0.154572812547941	0.24119903498047	0.110257241809858	0.130808116614268	-0.0430971312178216	-0.342118710362086	0.0917693570765972	0.295536485524191	-0.206154375307326	-0.171310160455238	-3.52988185226997	-0.493052977028071	-0.612009243929857	-0.179374576803995	-0.204609473074515	0.257079942735139	-3.52988185226997	0.219497265102327	-0.859112735786591	-4.22874102932456	-0.106431722512326	-0.455860302347659	-0.29361854824369	-3.84106013846309	-0.874412513723747	-0.101007584760898	-0.241561467763621	-0.584100364238384	0.181022191970146	0.0557656132481653	0.0481784986636008	0.531184111343757	0.215357629917304
CD45_2	0.800779638545572	0.966618798928053	0.318298830568451	-3.17789523301608	-4.01705350102845	1.00547568753036	0.325674469767869	1.05943068418842	0.505045274587495	0.55983015348467	-4.05345484850694	1.43231183842735	0.430835588587094	0.0367965314319516	-0.0412634605419488	-3.16119169223097	-3.37267761397483	-2.90082640488345	-0.434859437488476	-0.108700953382583	-2.7759222987626	-0.34580437421228	0.0885702826785695	0.690659530192778	-3.00994778578267	-0.268458160599242	0.201441354232956	-0.220118328497349	-3.09708326816419	-2.45385534537627	-0.357989605341855	-0.430739980597394	-0.203291218231097	-3.07688303069004	0.342446581955454	0.0894929896932225	-0.226850371555921	0.0718635003449421	0.182592465274504	0.235756822029394	0.146793647722037	-3.64948265110723	-0.70745365491009	-4.26245485112469	-2.7759222987626	-3.73913685079756	-4.55702838056128	-0.56258534042455	-0.276441198162548	-0.193077578202468	-2.7759222987626	0.108167894687281	-0.582245485963475	0.525261951459675	-0.352459140409349	-0.656138968977868	-0.26178301591543	-3.08710058495572	-0.342298814574784	0.528015041672131	0.257126063188936	-0.537707495462812	0.0224949370682992	-0.0653343857835147	-3.49891365767425	-3.31692718370316	0.0348264079979003
CD8_1	0.822436216287486	1.19037946958146	0.821369744726498	-2.95413456236268	1.20671151254805	0.803276673505844	0.497047197503959	0.505045274587495	1.18473386819504	0.767200469814982	-3.82969417785353	-2.34397091819611	0.353587976672134	0.68651688676327	-0.294595093572806	-2.93743102157756	-3.14891694332142	-2.67706573423005	-0.0148063777399655	0.0667553066077591	-2.55216162810919	-0.403239084595221	0.0113226707636094	-0.206145702578331	-2.78618711512927	-4.34574919979107	0.214350747504626	0.149767896194081	-2.87332259751078	-2.23009467472287	-0.435237217256815	-0.214157882705164	0.32149401950705	-2.85312236003664	0.10314224373425	0.0324289308206022	-0.179173722018414	-0.306403250279087	-4.49674227971113	-3.84153421716243	0.671562600943805	-3.42572198045383	-0.483692984256687	-4.03869418047128	-2.55216162810919	-3.51537618014415	0.365710980230924	-0.308861653199171	-0.569306007582684	0.185584121811297	-2.55216162810919	-4.14520716562044	-4.35852824258693	-3.25102080516378	-0.605790773440206	-0.608467144666534	-0.136226697439778	-2.86333991430231	-0.419560901524948	-0.0263393489622934	-0.0419894780672424	-1.31390774045565	0.162709786578671	-0.0700516769928859	-3.27515298702085	0.906876914227105	0.705739526283106
CD8_2	0.841866279482725	0.658903220001367	0.728212311958978	-3.48561081194276	1.31868458356284	0.69776010860367	0.427584055137853	0.55983015348467	0.767200469814982	0.82074963619816	-4.36117042743362	-2.8754471677762	0.776315634721942	0.398076359314744	0.173889572493347	1.00822845980347	0.31965023437535	-3.20854198381014	0.0655342182811326	0.0972199709561467	-3.08363787768928	-0.319291968808306	0.257961482471348	0.154465078303447	0.98338834513587	-0.877182022094291	0.336082789424671	0.028462320280892	-3.40479884709087	-2.76157092430296	-0.966713466836905	-0.0956511504134914	0.248652078538288	-3.38459860961673	0.0659622337843573	0.272470072756279	-0.166597437266904	-0.0597644385713479	0.0509663358620077	-0.0719587568972912	0.140086351363716	0.0428451972429459	-0.213549078090654	-0.269118720206146	-3.08363787768928	-4.04685242972424	-0.563692249642738	-0.317461184197723	-0.498726918948429	0.152416943909601	-3.08363787768928	0.364713218071405	-0.4128687612059	0.69463867621725	-0.0233637572763856	-0.412950547323272	-0.258249698516662	-3.3948161638824	-0.729194191927361	-0.256807315974019	-0.0505895157377493	-0.699296279542001	0.138024556055156	-0.0820051540281674	-3.80662923660093	0.676408947215379	0.426073884778906
