comparison	log_odds_ratio	norm_interactions	interactions_counts	expected_counts	condition
Mo2_vs_M8	0.561479100949739	0.000124947861712051	200	54.8973160132768	untreated
Mo3_vs_M8	0.171882294699016	1.62432763748593e-05	26	17.5022032786973	untreated
Mo4_vs_M8	0.305177556141793	8.12166942437944e-06	13	6.43826927739282	untreated
Mo5_vs_M8	0.55609985069913	8.12166942437944e-06	13	3.61282430819387	untreated
Mo6_vs_M8	0.869762369830519	1.4369059386287e-05	23	3.10432622955719	untreated
Mo7_vs_M8	0.638940076720687	1.24954046628113e-06	2	0.459316062455118	untreated
Mo8_vs_M8	0.733912778011586	1.87427946247189e-06	3	0.553634254460308	untreated
N1_vs_M8	0.0202133518259895	9.8708823872039e-05	158	150.814816491598	untreated
N2_vs_M8	-0.10562423424917	5.62271343961642e-06	9	11.4781413632354	untreated
N3_vs_M8	-4.54938474137377	6.24738996190756e-11	0	3.54311086192916	untreated
N4_vs_M8	-4.06772270073351	6.24738996190756e-11	0	1.16875289797242	untreated
N5_vs_M8	0.439508359962835	2.24906663367668e-05	36	13.0856514182803	untreated
N6_vs_M8	-0.130594749711224	0.000321115906515948	514	694.317246735071	untreated
N7_vs_M8	-0.472439782613412	6.99708300472643e-05	112	332.397840056373	untreated
NK1_vs_M8	0.553439361642858	0.000148063204571109	237	66.2688093363373	untreated
NK2_vs_M8	0.468058462290637	1.24954046628113e-06	2	0.680758774119478	untreated
NKT_vs_M8	0.645930263306176	2.93627952948651e-05	47	10.6210760532752	untreated
S_vs_M8	-4.09431986272253	6.24738996190756e-11	0	1.24256713519387	untreated
T1_vs_M8	0.102715791435383	1.24954046628113e-06	2	1.57883199364716	untreated
T10_vs_M8	-0.383239956679156	2.49896223215298e-05	40	96.6720734896625	untreated
T11_vs_M8	-0.853713278376771	2.93627952948651e-05	47	335.592356211679	untreated
T12_vs_M8	-0.421545218857004	0.000210537104190184	337	889.560004976771	untreated
T2_vs_M8	-3.39106737500837	6.24738996190756e-11	0	0.246074932704254	untreated
T3_vs_M8	-4.66710010917303	6.24738996190756e-11	0	4.64622362929421	untreated
T4_vs_M8	-1.7434797682394	6.24801470090375e-07	1	55.4017133009567	untreated
T5_vs_M8	-1.14192234418833	5.62271343961642e-06	9	124.787096289123	untreated
T6_vs_M8	-0.903867877229166	1.24948423977147e-05	20	160.287643601685	untreated
T7_vs_M8	0.343267772620756	0.00010745516981871	172	78.0298778002888	untreated
T8_vs_M8	0.478922415339897	0.000219283450136855	351	116.515800929363	untreated
T9_vs_M8	0.0635464175168123	1.87427946247189e-06	3	2.59172735996376	untreated
Treg1_vs_M8	0.959792246464918	2.49901845866264e-06	4	0.438812107671381	untreated
Treg2_vs_M8	0.575892570979481	3.7484402245345e-05	60	15.931600342263	untreated
M9_vs_M9	0.860110334928926	2.49901845866264e-06	4	0.552027246274592	untreated
Mo1_vs_M9	-0.342582204636751	2.06164493481946e-05	33	72.6268922047127	untreated
Mo2_vs_M9	-0.293442196725532	2.49901845866264e-06	4	7.86163805477186	untreated
Mo3_vs_M9	-4.39905465705038	6.24738996190756e-11	0	2.5064246730183	untreated
Mo4_vs_M9	-3.96473107029738	6.24738996190756e-11	0	0.922000316842061	untreated
Mo5_vs_M9	0.286234651536823	6.24801470090375e-07	1	0.517378974586528	untreated
Mo6_vs_M9	-3.64792928783825	6.24738996190756e-11	0	0.444558878157375	untreated
Mo7_vs_M9	-2.81807356654294	6.24738996190756e-11	0	0.0657769249573481	untreated
Mo8_vs_M9	-2.89918488636794	6.24738996190756e-11	0	0.0792838783272715	untreated
N1_vs_M9	0.112753638974501	1.74927543672408e-05	28	21.5976223731418	untreated
N2_vs_M9	0.629270741602497	4.37323544723491e-06	7	1.64374143386971	untreated
N3_vs_M9	0.77178905616895	1.87427946247189e-06	3	0.507395574269628	untreated
N4_vs_M9	-3.22368463415191	6.24738996190756e-11	0	0.167372704652859	untreated
N5_vs_M9	-0.272713853317873	6.24801470090375e-07	1	1.87394690000058	untreated
N6_vs_M9	0.367968285468777	0.000144939509590155	232	99.4305602790625	untreated
N7_vs_M9	0.560426227701247	0.0001080799088149	173	47.6014439044553	untreated
NK1_vs_M9	-0.97722767375536	6.24801470090375e-07	1	9.49010682411089	untreated
NK2_vs_M9	-2.98895518097299	6.24738996190756e-11	0	0.0974889024345596	untreated
NKT_vs_M9	-0.182087024800906	6.24801470090375e-07	1	1.52100433585606	untreated
S_vs_M9	-3.25028179614093	6.24738996190756e-11	0	0.17794336381193	untreated
T1_vs_M9	-3.35429785182824	6.24738996190756e-11	0	0.226098588869918	untreated
T10_vs_M9	0.363888368327677	1.99917103520038e-05	32	13.8440438799636	untreated
T11_vs_M9	-0.000531851605900645	2.99875342910559e-05	48	48.0589185425062	untreated
T12_vs_M9	-0.285592588454175	4.12328362224895e-05	66	127.390541013646	untreated
T2_vs_M9	-2.54702930842677	6.24738996190756e-11	0	0.0352394651644776	untreated
T3_vs_M9	-3.82306204259143	6.24738996190756e-11	0	0.665368202813515	untreated
T4_vs_M9	-4.89948512893466	6.24738996190756e-11	0	7.93387089235885	untreated
T5_vs_M9	-0.650060763959196	2.49901845866264e-06	4	17.8702905018851	untreated
T6_vs_M9	-0.105587059934801	1.12453644053332e-05	18	22.9541902985559	untreated
T7_vs_M9	-0.747171150356684	1.24954046628113e-06	2	11.1743651834561	untreated
T8_vs_M9	-0.444188269710239	3.74849645104415e-06	6	16.6857894172271	untreated
T9_vs_M9	-3.56955124686271	6.24738996190756e-11	0	0.371151522886052	untreated
Treg1_vs_M9	-2.79824053550778	6.24738996190756e-11	0	0.0628406307464951	untreated
Treg2_vs_M9	-0.358177909369232	6.24801470090375e-07	1	2.28150453646696	untreated
Mo1_vs_Mo1	0.44228977605953	0.0165280949456965	26456	9555.08175893767	untreated
Mo2_vs_Mo1	0.298373139235523	0.00128446343864209	2056	1034.30825816951	untreated
Mo3_vs_Mo1	0.311755156204837	0.00042232362389885	676	329.755162947127	untreated
Mo4_vs_Mo1	0.0367062429881597	8.24656099710794e-05	132	121.302015572417	untreated
Mo5_vs_Mo1	0.434226240485525	0.000115576776769189	185	68.0684282702768	untreated
Mo6_vs_Mo1	-0.133596769203826	2.68638393101021e-05	43	58.4879277979032	untreated
Mo7_vs_Mo1	0.0627938294490071	6.24745243580718e-06	10	8.65387292144363	untreated
Mo8_vs_Mo1	-0.17321758912227	4.37323544723491e-06	7	10.4309012348678	untreated
N1_vs_Mo1	-0.262651145442769	0.000969594984561953	1552	2841.46879082127	untreated
N2_vs_Mo1	-0.0654572717959784	0.00011620151576538	186	216.257137189733	untreated
N3_vs_Mo1	-0.921388206084295	4.99797444342567e-06	8	66.7549725603546	untreated
N4_vs_Mo1	-0.166727426740493	9.37114741676095e-06	15	22.0202163224165	untreated
N5_vs_Mo1	-0.0416460153103111	0.000139941597620629	224	246.543880618527	untreated
N6_vs_Mo1	-0.401656857765962	0.00324114597471154	5188	13081.478553777	untreated
N7_vs_Mo1	-0.232564600923163	0.00229029322250921	3666	6262.63460466566	untreated
NK1_vs_Mo1	0.35307036665185	0.00175864033675088	2815	1248.55606308799	untreated
NK2_vs_Mo1	0.0960305690838071	9.99588641295171e-06	16	12.8260263529612	untreated
NKT_vs_Mo1	0.378160588459767	0.000298625302653081	478	200.109358167749	untreated
S_vs_Mo1	0.283794735801031	2.81133173024836e-05	45	23.4109341329224	untreated
T1_vs_Mo1	-0.172402631628439	1.24948423977147e-05	20	29.7464263807823	untreated
T10_vs_Mo1	-0.392932367305138	0.000460432702666487	737	1821.37727681523	untreated
T11_vs_Mo1	-0.252398672068757	0.00220907715300441	3536	6322.82178102033	untreated
T12_vs_Mo1	-0.359585088881243	0.0045749637315788	7323	16760.0044246656	untreated
T2_vs_Mo1	-0.666122828081064	6.24801470090375e-07	1	4.63624369109341	untreated
T3_vs_Mo1	-0.243228116598474	3.12370122834374e-05	50	87.5384776173587	untreated
T4_vs_Mo1	-0.353040991047773	0.00028925421771022	463	1043.8114965413	untreated
T5_vs_Mo1	-0.361817621151392	0.000638483316580852	1022	2351.08623841679	untreated
T6_vs_Mo1	-0.0850221876644065	0.00155122699001555	2483	3019.94424316952	untreated
T7_vs_Mo1	0.0176154119319101	0.000956475465641947	1531	1470.14376756192	untreated
T8_vs_Mo1	-0.00562477384499469	0.00135380946721927	2167	2195.24858153956	untreated
T9_vs_Mo1	0.150161526355223	4.31070532110618e-05	69	48.8301652249459	untreated
Treg1_vs_Mo1	0.513987890215154	1.686801537105e-05	27	8.26756241852534	untreated
Treg2_vs_Mo1	0.309393209531452	0.000382340328142642	612	300.163778423586	untreated
Mo2_vs_Mo2	0.7757109505554	0.000417325711929324	668	111.960692739962	untreated
Mo3_vs_Mo2	0.18775629041502	3.43607072643912e-05	55	35.6949837599469	untreated
Mo4_vs_Mo2	0.720566118197258	4.31070532110618e-05	69	13.1305706852587	untreated
Mo5_vs_Mo2	0.755889017036653	2.62391003139114e-05	42	7.3681983322342	untreated
Mo6_vs_Mo2	0.778302920002819	2.37401443291483e-05	38	6.33113857639235	untreated
Mo7_vs_Mo2	0.982621236709365	5.62271343961642e-06	9	0.936755168989131	untreated
Mo8_vs_Mo2	0.549333430531902	2.49901845866264e-06	4	1.12911302692754	untreated
N1_vs_Mo2	-0.0630766751714887	0.000166180635460641	266	307.580270878197	untreated
N2_vs_Mo2	-0.0471646714308296	1.31195813939055e-05	21	23.409171007272	untreated
N3_vs_Mo2	-0.858855779169768	6.24801470090375e-07	1	7.22602078506234	untreated
N4_vs_Mo2	-0.377193738529504	6.24801470090375e-07	1	2.38362079609108	untreated
N5_vs_Mo2	0.412539907899899	4.31070532110618e-05	69	26.6876179773527	untreated
N6_vs_Mo2	-0.116043096006004	0.000677217134344679	1084	1416.02988217059	untreated
N7_vs_Mo2	-0.365789657939827	0.0001824238493616	292	677.910964335273	untreated
NK1_vs_Mo2	0.487224568674673	0.000259266745893063	415	135.152359699232	untreated
NK2_vs_Mo2	-4.14250771262745	6.24738996190756e-11	0	1.388377965888	untreated
NKT_vs_Mo2	0.52764047131177	4.56060091958248e-05	73	21.6612235155708	untreated
S_vs_Mo2	0.0733014031657368	1.87427946247189e-06	3	2.5341617283907	untreated
T1_vs_Mo2	-0.507806956205836	6.24801470090375e-07	1	3.21995930886677	untreated
T10_vs_Mo2	-0.350332333148476	5.49770941386861e-05	88	197.158497036422	untreated
T11_vs_Mo2	-0.615218175752015	0.000103706735841565	166	684.426041349796	untreated
T12_vs_Mo2	-0.340135130733921	0.000517908690316036	829	1814.21901148822	untreated
T2_vs_Mo2	-3.70058184008122	6.24738996190756e-11	0	0.501859142345771	untreated
T3_vs_Mo2	-4.97661457424589	6.24738996190756e-11	0	9.47577138442895	untreated
T4_vs_Mo2	-0.691307936338752	1.4369059386287e-05	23	112.989389110676	untreated
T5_vs_Mo2	-0.772214678602369	2.68638393101021e-05	43	254.497865472323	untreated
T6_vs_Mo2	-0.476987613057239	6.8096613058692e-05	109	326.899690523315	untreated
T7_vs_Mo2	0.270981203687919	0.000185547544342554	297	159.138548245639	untreated
T8_vs_Mo2	0.278277348244457	0.00028175734975593	451	237.628917669638	untreated
T9_vs_Mo2	0.122000465659659	4.37323544723491e-06	7	5.28571543542273	untreated
Treg1_vs_Mo2	0.349258642682993	1.24954046628113e-06	2	0.894938243350347	untreated
Treg2_vs_Mo2	0.432709297365793	5.49770941386861e-05	88	32.491807256016	untreated
Mo3_vs_Mo3	1.29020436960335	0.000138692119628247	222	11.3801713301484	untreated
Mo4_vs_Mo3	-0.144689482761264	1.87427946247189e-06	3	4.18625051255915	untreated
Mo5_vs_Mo3	-0.0698512093198234	1.24954046628113e-06	2	2.34910764995019	untreated
Mo6_vs_Mo3	-4.30502343126326	6.24738996190756e-11	0	2.018475262485	untreated
Mo7_vs_Mo3	-3.47516770996795	6.24738996190756e-11	0	0.298653569621747	untreated
Mo8_vs_Mo3	-3.55627902979295	6.24738996190756e-11	0	0.359980544716096	untreated
N1_vs_Mo3	0.280341751937795	0.000116826254761571	187	98.061851040678	untreated
N2_vs_Mo3	0.241019047021433	8.12166942437944e-06	13	7.46324409477457	untreated
N3_vs_Mo3	-4.36244081821718	6.24738996190756e-11	0	2.3037790161848	untreated
N4_vs_Mo3	-3.88077877757692	6.24738996190756e-11	0	0.759939077940109	untreated
N5_vs_Mo3	0.392369938778211	1.31195813939055e-05	21	8.50846906159999	untreated
N6_vs_Mo3	0.130003333902603	0.00038046611115407	609	451.45454543653	untreated
N7_vs_Mo3	0.411141003254247	0.000347979683352151	557	216.129610048407	untreated
NK1_vs_Mo3	0.35686127439267	6.12244841005937e-05	98	43.0888838441481	untreated
NK2_vs_Mo3	-3.646049324398	6.24738996190756e-11	0	0.442638641582392	untreated
NKT_vs_Mo3	0.391226880541404	1.06206254091425e-05	17	6.90596853848244	untreated
S_vs_Mo3	0.0926674877109234	6.24801470090375e-07	1	0.80793410192699	untreated
T1_vs_Mo3	-0.0113485679763892	6.24801470090375e-07	1	1.02657810008945	untreated
T10_vs_Mo3	0.104733419274333	4.99791821691601e-05	80	62.8575009463004	untreated
T11_vs_Mo3	-0.532687484617241	3.9983358230108e-05	64	218.20672803095	untreated
T12_vs_Mo3	-0.638379357938331	8.30903489672701e-05	133	578.404050272053	untreated
T2_vs_Mo3	-3.20412345185178	6.24738996190756e-11	0	0.160001278104089	untreated
T3_vs_Mo3	-0.480112758739575	6.24801470090375e-07	1	3.02103798576653	untreated
T4_vs_Mo3	-1.07944354139855	1.87427946247189e-06	3	36.0229497571906	untreated
T5_vs_Mo3	-1.30715490738421	2.49901845866264e-06	4	81.1382723048592	untreated
T6_vs_Mo3	-0.620014375357046	1.56185373786685e-05	25	104.221212452328	untreated
T7_vs_Mo3	-0.200165668138879	1.99917103520038e-05	32	50.7360909993913	untreated
T8_vs_Mo3	0.120559532594325	6.24739620929752e-05	100	75.760163228107	untreated
T9_vs_Mo3	0.250490340673404	1.87427946247189e-06	3	1.68517648479833	untreated
Treg1_vs_Mo3	0.84571703091244	1.24954046628113e-06	2	0.28532161851428	untreated
Treg2_vs_Mo3	0.0638693850821233	7.49693042818869e-06	12	10.3589438753164	untreated
Mo4_vs_Mo4	1.19271142429879	1.49937983824778e-05	24	1.53993229499764	untreated
Mo5_vs_Mo4	0.762399357726752	3.1237574548534e-06	5	0.864130496665586	untreated
Mo6_vs_Mo4	1.12930449841285	6.24745243580718e-06	10	0.742505789854012	untreated
Mo7_vs_Mo4	-3.04084412321494	6.24738996190756e-11	0	0.109861145551871	untreated
Mo8_vs_Mo4	-3.12195544303994	6.24738996190756e-11	0	0.132420566976598	untreated
N1_vs_Mo4	-0.0256963057115887	2.12411883443853e-05	34	36.0725214297968	untreated
N2_vs_Mo4	-0.438560631969473	6.24801470090375e-07	1	2.74539007460591	untreated
N3_vs_Mo4	-3.92811723146418	6.24738996190756e-11	0	0.847456141699483	untreated
N4_vs_Mo4	-3.44645519082392	6.24738996190756e-11	0	0.279547228442212	untreated
N5_vs_Mo4	0.407567578372295	4.99797444342567e-06	8	3.12988108323604	untreated
N6_vs_Mo4	-0.186866285678703	6.74718740625012e-05	108	166.069716123174	untreated
N7_vs_Mo4	-0.395239347648715	1.99917103520038e-05	32	79.5043118944461	untreated
NK1_vs_Mo4	0.318473598215548	2.06164493481946e-05	33	15.850452233553	untreated
NK2_vs_Mo4	-3.21172573764499	6.24738996190756e-11	0	0.162826743679492	untreated
NKT_vs_Mo4	0.197169839804519	2.49901845866264e-06	4	2.54039359296382	untreated
S_vs_Mo4	-3.47305235281294	6.24738996190756e-11	0	0.297202427818086	untreated
T1_vs_Mo4	-3.57706840850025	6.24738996190756e-11	0	0.377631669419288	untreated
T10_vs_Mo4	-0.187939369489795	9.37114741676095e-06	15	23.1224326875935	untreated
T11_vs_Mo4	-0.825359685279495	7.49693042818869e-06	12	80.2683896896575	untreated
T12_vs_Mo4	-0.063089679650413	0.000114952037772999	184	212.76869931677	untreated
T2_vs_Mo4	-2.76979986509877	6.24738996190756e-11	0	0.0588572362437911	untreated
T3_vs_Mo4	-0.0457891719865724	6.24801470090375e-07	1	1.11130328792782	untreated
T4_vs_Mo4	-5.12225568560667	6.24738996190756e-11	0	13.2512145476605	untreated
T5_vs_Mo4	-0.520654834278738	5.62271343961642e-06	9	29.8471019609818	untreated
T6_vs_Mo4	-0.379509837462579	9.99588641295171e-06	16	38.3382720163673	untreated
T7_vs_Mo4	0.410248725280898	2.99875342910559e-05	48	18.6635140007756	untreated
T8_vs_Mo4	0.361063337621548	3.9983358230108e-05	64	27.8687387864742	untreated
T9_vs_Mo4	-3.79232180353472	6.24738996190756e-11	0	0.619900238632666	untreated
Treg1_vs_Mo4	-3.02101109217978	6.24738996190756e-11	0	0.104956923503017	untreated
Treg2_vs_Mo4	0.498192971835126	7.49693042818869e-06	12	3.81058710361695	untreated
Mo5_vs_Mo5	1.21743837778433	4.99797444342567e-06	8	0.484905419344203	untreated
Mo6_vs_Mo5	-3.61977754995292	6.24738996190756e-11	0	0.416655913411182	untreated
Mo7_vs_Mo5	1.21012159861926	6.24801470090375e-07	1	0.0616484027111943	untreated
Mo8_vs_Mo5	-2.87103314848261	6.24738996190756e-11	0	0.0743075852632869	untreated
N1_vs_Mo5	-0.192307512510568	8.12166942437944e-06	13	20.242036588471	untreated
N2_vs_Mo5	-0.187638337412136	6.24801470090375e-07	1	1.54057116434045	untreated
N3_vs_Mo5	-3.67719493690684	6.24738996190756e-11	0	0.475548632240483	untreated
N4_vs_Mo5	-3.19553289626658	6.24738996190756e-11	0	0.156867471472586	untreated
N5_vs_Mo5	0.357465305844889	2.49901845866264e-06	4	1.75632766696742	untreated
N6_vs_Mo5	-0.297269366767103	2.93627952948651e-05	47	93.1897504460425	untreated
N7_vs_Mo5	-0.445345691591465	9.99588641295171e-06	16	44.6137149974562	untreated
NK1_vs_Mo5	0.556031972341148	1.99917103520038e-05	32	8.89445542862345	untreated
NK2_vs_Mo5	-2.96080344308766	6.24738996190756e-11	0	0.0913699617465422	untreated
NKT_vs_Mo5	0.691125529984387	4.37323544723491e-06	7	1.42553772288882	untreated
S_vs_Mo5	-3.2221300582556	6.24738996190756e-11	0	0.166774657817702	untreated
T1_vs_Mo5	0.673897313333951	6.24801470090375e-07	1	0.21190739561212	untreated
T10_vs_Mo5	-0.511040380720739	2.49901845866264e-06	4	12.9751154043284	untreated
T11_vs_Mo5	-0.423170779831203	1.06206254091425e-05	17	45.0424760065032	untreated
T12_vs_Mo5	-0.352708755108591	3.31112292720097e-05	53	119.394808728116	untreated
T2_vs_Mo5	-2.51887757054144	6.24738996190756e-11	0	0.0330276421586372	untreated
T3_vs_Mo5	0.205133122570765	6.24801470090375e-07	1	0.623606028175826	untreated
T4_vs_Mo5	-0.871289963772468	6.24801470090375e-07	1	7.43589743892583	untreated
T5_vs_Mo5	-0.746844143667038	1.87427946247189e-06	3	16.7486526033348	untreated
T6_vs_Mo5	-0.332705896970092	6.24745243580718e-06	10	21.5134588360942	untreated
T7_vs_Mo5	0.280961044814382	1.24948423977147e-05	20	10.4730004529453	untreated
T8_vs_Mo5	0.128026342408357	1.31195813939055e-05	21	15.6384973334404	untreated
T9_vs_Mo5	0.935736221983744	1.87427946247189e-06	3	0.347856008236766	untreated
Treg1_vs_Mo5	-2.77008879762245	6.24738996190756e-11	0	0.0588964065042177	untreated
Treg2_vs_Mo5	0.272001249793531	2.49901845866264e-06	4	2.13830474049578	untreated
Mo6_vs_Mo6	2.00240564508805	2.24906663367668e-05	36	0.35801239428359	untreated
Mo7_vs_Mo6	1.57700936908941	1.24954046628113e-06	2	0.0529715084989391	untreated
Mo8_vs_Mo6	1.19488976669605	6.24801470090375e-07	1	0.0638489354338957	untreated
N1_vs_Mo6	-0.286127382722786	5.62271343961642e-06	9	17.3930088376373	untreated
N2_vs_Mo6	-4.12180227678721	6.24738996190756e-11	0	1.32373873346539	untreated
N3_vs_Mo6	-3.61131544900505	6.24738996190756e-11	0	0.408616076111432	untreated
N4_vs_Mo6	-3.12965340836478	6.24738996190756e-11	0	0.134788676314047	untreated
N5_vs_Mo6	0.724369360831427	4.99797444342567e-06	8	1.50912792296552	untreated
N6_vs_Mo6	-0.372008466453767	2.12411883443853e-05	34	80.0734721529157	untreated
N7_vs_Mo6	-0.884610210538826	3.1237574548534e-06	5	38.334420345458	untreated
NK1_vs_Mo6	0.347211600799084	1.06206254091425e-05	17	7.64257791946341	untreated
NK2_vs_Mo6	-2.89492395518586	6.24738996190756e-11	0	0.0785098152157936	untreated
NKT_vs_Mo6	0.212952483554581	1.24954046628113e-06	2	1.22489602783904	untreated
S_vs_Mo6	-3.15625057035381	6.24738996190756e-11	0	0.143301445219665	untreated
T1_vs_Mo6	-3.26026662604112	6.24738996190756e-11	0	0.182081836900815	untreated
T10_vs_Mo6	-5.04723174137324	6.24738996190756e-11	0	11.1488928453664	untreated
T11_vs_Mo6	-1.58769934069673	6.24801470090375e-07	1	38.7028340664289	untreated
T12_vs_Mo6	-0.172256236081272	4.31070532110618e-05	69	102.590218839882	untreated
T2_vs_Mo6	-2.45299808263964	6.24738996190756e-11	0	0.0283790649938199	untreated
T3_vs_Mo6	-3.7290308168043	6.24738996190756e-11	0	0.535834678089837	untreated
T4_vs_Mo6	-4.80545390314754	6.24738996190756e-11	0	6.38930916391407	untreated
T5_vs_Mo6	-0.857048676881141	1.24954046628113e-06	2	14.3913119351952	untreated
T6_vs_Mo6	-1.26678732471454	6.24801470090375e-07	1	18.4854808471916	untreated
T7_vs_Mo6	0.30108328342894	1.12453644053332e-05	18	8.99894576509191	untreated
T8_vs_Mo6	0.612047946632051	3.43607072643912e-05	55	13.4374088861601	untreated
T9_vs_Mo6	-3.47552002107559	6.24738996190756e-11	0	0.298895943550131	untreated
Treg1_vs_Mo6	-2.70420930972065	6.24738996190756e-11	0	0.0506068504696007	untreated
Treg2_vs_Mo6	0.212945620102153	1.87427946247189e-06	3	1.83734245743768	untreated
Mo7_vs_Mo7	-1.89418661946051	6.24738996190756e-11	0	0.00783766360454686	untreated
Mo8_vs_Mo7	-1.9752979392855	6.24738996190756e-11	0	0.00944708753101356	untreated
N1_vs_Mo7	-4.41051899633424	6.24738996190756e-11	0	2.57346932725244	untreated
N2_vs_Mo7	-3.2919465554919	6.24738996190756e-11	0	0.195860363187852	untreated
N3_vs_Mo7	-2.78145972770974	6.24738996190756e-11	0	0.0604588285046755	untreated
N4_vs_Mo7	-2.29979768706948	6.24738996190756e-11	0	0.0199433305297094	untreated
N5_vs_Mo7	0.651173093764559	6.24801470090375e-07	1	0.223290544891111	untreated
N6_vs_Mo7	-0.228528695358722	4.37323544723491e-06	7	11.8476697410868	untreated
N7_vs_Mo7	-4.75373317938232	6.24738996190756e-11	0	5.67196026046746	untreated
NK1_vs_Mo7	-0.053340726672928	6.24801470090375e-07	1	1.13079571455836	untreated
NK2_vs_Mo7	-2.06506823389056	6.24738996190756e-11	0	0.0116163110840774	untreated
NKT_vs_Mo7	-3.25824350499534	6.24738996190756e-11	0	0.181235597943003	untreated
S_vs_Mo7	-2.3263948490585	6.24738996190756e-11	0	0.0212028796895529	untreated
T1_vs_Mo7	-2.43041090474581	6.24738996190756e-11	0	0.0269408258621733	untreated
T10_vs_Mo7	-4.21737602007793	6.24738996190756e-11	0	1.64959001850723	untreated
T11_vs_Mo7	-4.75788704667828	6.24738996190756e-11	0	5.72647074910735	untreated
T12_vs_Mo7	-0.278154819296017	4.99797444342567e-06	8	15.1792472438262	untreated
T2_vs_Mo7	-1.62314236134433	6.24738996190756e-11	0	0.00419896603166562	untreated
T3_vs_Mo7	-2.899175095509	6.24738996190756e-11	0	0.0792820909490034	untreated
T4_vs_Mo7	-3.97559818185223	6.24738996190756e-11	0	0.945362088248062	untreated
T5_vs_Mo7	-4.32824466543106	6.24738996190756e-11	0	2.12933829850096	untreated
T6_vs_Mo7	-4.43697503069609	6.24738996190756e-11	0	2.73511146943236	untreated
T7_vs_Mo7	-0.124292485842615	6.24801470090375e-07	1	1.33148388069342	untreated
T8_vs_Mo7	0.479698677372193	3.74849645104415e-06	6	1.98819881764516	untreated
T9_vs_Mo7	-2.64566429978028	6.24738996190756e-11	0	0.0442246393333592	untreated
Treg1_vs_Mo7	-1.87435358842534	6.24738996190756e-11	0	0.00748778883792366	untreated
Treg2_vs_Mo7	0.5657090377132	6.24801470090375e-07	1	0.27185316249841	untreated
Mo8_vs_Mo8	-2.0564092591105	6.24738996190756e-11	0	0.0113869983864652	untreated
N1_vs_Mo8	-4.49163031615924	6.24738996190756e-11	0	3.10191802297159	untreated
N2_vs_Mo8	-3.3730578753169	6.24738996190756e-11	0	0.236079281817904	untreated
N3_vs_Mo8	-2.86257104753474	6.24738996190756e-11	0	0.0728737381092575	untreated
N4_vs_Mo8	-2.38090900689448	6.24738996190756e-11	0	0.0240385909220191	untreated
N5_vs_Mo8	0.871070056507924	1.24954046628113e-06	2	0.269142110310818	untreated
N6_vs_Mo8	-0.85369254951532	1.24954046628113e-06	2	14.2805278115861	untreated
N7_vs_Mo8	-4.83484449920732	6.24738996190756e-11	0	6.83666813946712	untreated
NK1_vs_Mo8	0.342640257186334	1.87427946247189e-06	3	1.36299880093481	untreated
NK2_vs_Mo8	-2.14617955371555	6.24738996190756e-11	0	0.014001660843813	untreated
NKT_vs_Mo8	-3.33935482482034	6.24738996190756e-11	0	0.218451396218365	untreated
S_vs_Mo8	-2.4075061688835	6.24738996190756e-11	0	0.0255567820262856	untreated
T1_vs_Mo8	-2.51152222457081	6.24738996190756e-11	0	0.0324729859457218	untreated
T10_vs_Mo8	-0.298443912626068	6.24801470090375e-07	1	1.98832484799213	untreated
T11_vs_Mo8	-0.537946656658056	1.24954046628113e-06	2	6.90237207670177	untreated
T12_vs_Mo8	0.281707730429825	2.18659273405761e-05	35	18.2962276263212	untreated
T2_vs_Mo8	-1.70425368116933	6.24738996190756e-11	0	0.00506120211868818	untreated
T3_vs_Mo8	-2.98028641533399	6.24738996190756e-11	0	0.0955622607230176	untreated
T4_vs_Mo8	-4.05670950167723	6.24738996190756e-11	0	1.13948733280669	untreated
T5_vs_Mo8	-4.40935598525606	6.24738996190756e-11	0	2.56658697081718	untreated
T6_vs_Mo8	-4.51808635052109	6.24738996190756e-11	0	3.29675254801912	untreated
T7_vs_Mo8	0.396623615609819	2.49901845866264e-06	4	1.60489725021461	untreated
T8_vs_Mo8	0.319407559121303	3.1237574548534e-06	5	2.3964652231891	untreated
T9_vs_Mo8	-2.72677561960528	6.24738996190756e-11	0	0.0533059416542673	untreated
Treg1_vs_Mo8	-1.95546490825034	6.24738996190756e-11	0	0.00902536777982842	untreated
Treg2_vs_Mo8	-3.51544570938866	6.24738996190756e-11	0	0.327676811775315	untreated
N1_vs_N1	0.659735942714937	0.00241149258777022	3860	844.989618394324	untreated
N2_vs_N1	0.390378429458632	9.8708823872039e-05	158	64.3100626053984	untreated
N3_vs_N1	0.774090270768667	7.37192640244088e-05	118	19.8514440742438	untreated
N4_vs_N1	0.330001073827392	8.7464084205702e-06	14	6.5483225602704	untreated
N5_vs_N1	0.302114919800463	9.18366949139407e-05	147	73.3166664628726	untreated
N6_vs_N1	0.523810970769764	0.00811848331797277	12995	3890.14076343055	untreated
N7_vs_N1	0.391652510902425	0.00286692731599328	4589	1862.36823780493	untreated
NK1_vs_N1	-0.156416599061036	0.000161807462487305	259	371.292802757727	untreated
NK2_vs_N1	0.196757877800403	3.74849645104415e-06	6	3.81417496068001	untreated
NKT_vs_N1	-0.102477099903522	2.93627952948651e-05	47	59.5080722834287	untreated
S_vs_N1	-0.541675516087003	1.24954046628113e-06	2	6.96189110474625	untreated
T1_vs_N1	-4.94674328161954	6.24738996190756e-11	0	8.84592558513627	untreated
