comparison	log_odds_ratio	norm_interactions	interactions_counts	expected_counts	condition
Mo3_vs_CD4_1	0.395970633137331	6.56632311567798e-05	40	16.0727594114667	Ad-IL12
Mo4_vs_CD4_1	0.352196997621734	7.05879611817132e-05	43	19.1105183944271	Ad-IL12
Mo5_vs_CD4_1	-0.827362288609013	2.29822376073568e-05	14	94.0791589805973	Ad-IL12
Mo6_vs_CD4_1	-0.277547048360922	3.28331750762311e-06	2	3.78964700210508	Ad-IL12
Mo7_vs_CD4_1	0.281304110367807	3.28331750762311e-06	2	1.04652016130471	Ad-IL12
Mo8_vs_CD4_1	-0.114071399845304	1.6417408326453e-06	1	1.30051338730474	Ad-IL12
N1_vs_CD4_1	-0.0449719600112078	0.000128043144805936	78	86.5101608457962	Ad-IL12
N2_vs_CD4_1	-0.265888623520279	1.47743542324678e-05	9	16.6010653215468	Ad-IL12
N3_vs_CD4_1	-3.72294142267125	1.64157667497781e-10	0	0.528373980264639	Ad-IL12
N4_vs_CD4_1	-0.355156609352276	1.6417408326453e-06	1	2.26568764610487	Ad-IL12
N5_vs_CD4_1	-0.00842938294583661	2.29822376073568e-05	14	14.2744873713865	Ad-IL12
N6_vs_CD4_1	-0.0354373676275557	0.000418602216277008	255	276.679969016542	Ad-IL12
N7_vs_CD4_1	-0.225504930606458	0.000196989365155004	120	201.691008972292	Ad-IL12
NK1_vs_CD4_1	0.318591319517769	0.000423526946301942	258	123.887803983961	Ad-IL12
NK2_vs_CD4_1	-3.58674228830898	1.64157667497781e-10	0	0.38613777370462	Ad-IL12
NKT_vs_CD4_1	0.327535912689463	3.28316976572236e-05	20	9.40797716122584	Ad-IL12
S_vs_CD4_1	0.461624907482085	4.92489418260092e-06	3	1.03636043226471	Ad-IL12
T1_vs_CD4_1	-4.14044242870058	1.64157667497781e-10	0	1.38179121962475	Ad-IL12
T10_vs_CD4_1	-0.285161583896183	4.76058877320239e-05	29	55.9192167063521	Ad-IL12
T11_vs_CD4_1	-0.33266587244566	0.000213405131904782	130	279.646609896222	Ad-IL12
T12_vs_CD4_1	-0.319043915427697	0.000494114743325987	301	627.495412767789	Ad-IL12
T2_vs_CD4_1	-0.0713217709433611	1.6417408326453e-06	1	1.17859663882473	Ad-IL12
T3_vs_CD4_1	-0.324930740839339	3.28331750762311e-06	2	4.22651535082514	Ad-IL12
T4_vs_CD4_1	-0.802966676565081	1.64159309074456e-05	10	63.5288537573131	Ad-IL12
T5_vs_CD4_1	-0.360744346498779	0.000141175758205759	86	197.352804672211	Ad-IL12
T6_vs_CD4_1	-0.450901600481144	0.000103419494681269	63	177.927402747729	Ad-IL12
T7_vs_CD4_1	0.187652760974381	0.000124759991455981	76	49.3357122884312	Ad-IL12
T8_vs_CD4_1	0.0535986786399371	0.000288917658953762	176	155.565839130686	Ad-IL12
T9_vs_CD4_1	0.156793961408146	8.20804753255653e-06	5	3.48485513090504	Ad-IL12
Treg1_vs_CD4_1	0.492840450880888	4.59643110570461e-05	28	9.00158799962578	Ad-IL12
Treg2_vs_CD4_1	0.533883390715737	0.000124759991455981	76	22.2295552097076	Ad-IL12
CD4_2_vs_CD4_2	-1.37498149830558	1.64157667497781e-10	0	0.00237127268320123	Ad-IL12
CD4_3_vs_CD4_2	-1.32668582563478	1.64157667497781e-10	0	0.00212170903434971	Ad-IL12
CD4_4_vs_CD4_2	1.44372204410169	3.28331750762311e-06	2	0.0719995307127742	Ad-IL12
CD45_1_vs_CD4_2	0.41203987763872	1.6417408326453e-06	1	0.387260810124452	Ad-IL12
CD45_2_vs_CD4_2	-3.39358426943217	1.64157667497781e-10	0	0.247505166767603	Ad-IL12
CD8_1_vs_CD4_2	-2.52832397904568	1.64157667497781e-10	0	0.0337539015262794	Ad-IL12
CD8_2_vs_CD4_2	-2.91503895343496	1.64157667497781e-10	0	0.0822316403156864	Ad-IL12
CD8_3_vs_CD4_2	-2.45026620777867	1.64157667497781e-10	0	0.0282011103393331	Ad-IL12
CD8_4_vs_CD4_2	-1.80798680947402	1.64157667497781e-10	0	0.00642668197703837	Ad-IL12
CD8_5_vs_CD4_2	-2.74743259262857	1.64157667497781e-10	0	0.0559026753618514	Ad-IL12
CD8_6_vs_CD4_2	-2.76825228455594	1.64157667497781e-10	0	0.0586478754992181	Ad-IL12
DC1_vs_CD4_2	-2.60198390438664	1.64157667497781e-10	0	0.0399929927475673	Ad-IL12
DC2_vs_CD4_2	-1.05055546454635	1.64157667497781e-10	0	0.00112345443894365	Ad-IL12
DC3_vs_CD4_2	-2.10263170699801	1.64157667497781e-10	0	0.0126657731983263	Ad-IL12
DC4_vs_CD4_2	-1.17545380079851	1.64157667497781e-10	0	0.00149779991222092	Ad-IL12
E1_vs_CD4_2	-3.73807173736597	1.64157667497781e-10	0	0.547106327213848	Ad-IL12
E2_vs_CD4_2	-3.68481550202384	1.64157667497781e-10	0	0.483966724054414	Ad-IL12
E3_vs_CD4_2	-1.86702800116359	1.64157667497781e-10	0	0.00736254566023155	Ad-IL12
M1_vs_CD4_2	-0.625980095219029	3.28331750762311e-06	2	8.4534075046543	Ad-IL12
M10_vs_CD4_2	-2.99542635310319	1.64157667497781e-10	0	0.098952404788738	Ad-IL12
M11_vs_CD4_2	0.129520891698027	1.6417408326453e-06	1	0.742202709703521	Ad-IL12
M12_vs_CD4_2	-1.8920546260325	1.64157667497781e-10	0	0.0077992820457217	Ad-IL12
M13_vs_CD4_2	-0.999423140867787	1.64157667497781e-10	0	0.00099867261451789	Ad-IL12
M2_vs_CD4_2	-3.41536222292932	1.64157667497781e-10	0	0.26023291285903	Ad-IL12
M3_vs_CD4_2	-3.61394128462208	1.64157667497781e-10	0	0.411094138589772	Ad-IL12
M4_vs_CD4_2	-1.44839850604903	1.64157667497781e-10	0	0.00280800906869138	Ad-IL12
M5_vs_CD4_2	-1.55104723678617	1.64157667497781e-10	0	0.00355670001524593	Ad-IL12
M6_vs_CD4_2	-3.10898996834208	1.64157667497781e-10	0	0.128525697177643	Ad-IL12
M7_vs_CD4_2	0.616188005733058	2.1340660932379e-05	13	3.14599977544132	Ad-IL12
M8_vs_CD4_2	-3.03090389653383	1.64157667497781e-10	0	0.107375177937477	Ad-IL12
M9_vs_CD4_2	-1.79947151792511	1.64157667497781e-10	0	0.00630190015261261	Ad-IL12
Mo1_vs_CD4_2	-0.100425346687464	8.20804753255653e-06	5	6.30092103330998	Ad-IL12
Mo2_vs_CD4_2	-3.5861805498165	1.64157667497781e-10	0	0.385638646406917	Ad-IL12
Mo3_vs_CD4_2	1.00571377335478	1.6417408326453e-06	1	0.0987028411398864	Ad-IL12
Mo4_vs_CD4_2	-3.06951167794045	1.64157667497781e-10	0	0.117357723891537	Ad-IL12
Mo5_vs_CD4_2	-3.76173263637622	1.64157667497781e-10	0	0.577740265110372	Ad-IL12
Mo6_vs_CD4_2	-2.36683796820275	1.64157667497781e-10	0	0.0232722282745157	Ad-IL12
Mo7_vs_CD4_2	-1.80798680947402	1.64157667497781e-10	0	0.00642668197703837	Ad-IL12
Mo8_vs_CD4_2	2.0976893901581	1.6417408326453e-06	1	0.00798645478236034	Ad-IL12
N1_vs_CD4_2	-3.72530632948573	1.64157667497781e-10	0	0.531259035511777	Ad-IL12
N2_vs_CD4_2	-3.00837516842364	1.64157667497781e-10	0	0.101947168574956	Ad-IL12
N3_vs_CD4_2	-1.51118063266785	1.64157667497781e-10	0	0.00324474545418154	Ad-IL12
N4_vs_CD4_2	-2.14343924662574	1.64157667497781e-10	0	0.0139135914425838	Ad-IL12
N5_vs_CD4_2	-2.94279973071304	1.64157667497781e-10	0	0.0876596496782068	Ad-IL12
N6_vs_CD4_2	0.0708347814755865	3.28331750762311e-06	2	1.69909213031245	Ad-IL12
N7_vs_CD4_2	-4.0929257485626	1.64157667497781e-10	0	1.23858480726919	Ad-IL12
NK1_vs_CD4_2	0.118775662503639	1.6417408326453e-06	1	0.760795201542959	Ad-IL12
NK2_vs_CD4_2	-1.37498149830558	1.64157667497781e-10	0	0.00237127268320123	Ad-IL12
NKT_vs_CD4_2	-2.7617354644381	1.64157667497781e-10	0	0.0577744027282378	Ad-IL12
S_vs_CD4_2	-1.80375003347564	1.64157667497781e-10	0	0.00636429106482549	Ad-IL12
T1_vs_CD4_2	-1.92868163869718	1.64157667497781e-10	0	0.00848558208006337	Ad-IL12
T10_vs_CD4_2	-3.53580028935634	1.64157667497781e-10	0	0.343399998838798	Ad-IL12
T11_vs_CD4_2	-4.23484876882165	1.64157667497781e-10	0	1.71731027667861	Ad-IL12
T12_vs_CD4_2	-4.585849765302	1.64157667497781e-10	0	3.85345032902316	Ad-IL12
T2_vs_CD4_2	-1.85960440821682	1.64157667497781e-10	0	0.00723776383580579	Ad-IL12
T3_vs_CD4_2	-2.41422166068117	1.64157667497781e-10	0	0.0259550374996695	Ad-IL12
T4_vs_CD4_2	-3.59121022948479	1.64157667497781e-10	0	0.390130792086244	Ad-IL12
T5_vs_CD4_2	0.217569197112989	3.28331750762311e-06	2	1.21194388775429	Ad-IL12
T6_vs_CD4_2	0.438653681674023	4.92489418260092e-06	3	1.09265246360326	Ad-IL12
T7_vs_CD4_2	-3.48140061274274	1.64157667497781e-10	0	0.302970687724852	Ad-IL12
T8_vs_CD4_2	0.621917402625323	6.56647085757873e-06	4	0.955330065822715	Ad-IL12
T9_vs_CD4_2	-2.33042393872725	1.64157667497781e-10	0	0.0214005009081293	Ad-IL12
Treg1_vs_CD4_2	-2.74255834150688	1.64157667497781e-10	0	0.0552787662397226	Ad-IL12
Treg2_vs_CD4_2	-3.13516998300139	1.64157667497781e-10	0	0.136511733940891	Ad-IL12
CD4_3_vs_CD4_3	3.02266155688125	3.28331750762311e-06	2	0.00189841061229784	Ad-IL12
CD4_4_vs_CD4_3	-2.80903399307273	1.64157667497781e-10	0	0.0644219687868218	Ad-IL12
CD45_1_vs_CD4_3	-3.53970787696734	1.64157667497781e-10	0	0.346503700443848	Ad-IL12
CD45_2_vs_CD4_3	-3.34528859676136	1.64157667497781e-10	0	0.2214565840948	Ad-IL12
CD8_1_vs_CD4_3	-2.48002830637488	1.64157667497781e-10	0	0.0302014856073725	Ad-IL12
CD8_2_vs_CD4_3	-2.86674328076416	1.64157667497781e-10	0	0.0735772040909485	Ad-IL12
CD8_3_vs_CD4_3	-2.40197053510786	1.64157667497781e-10	0	0.0252330957167184	Ad-IL12
CD8_4_vs_CD4_3	-1.75969113680322	1.64157667497781e-10	0	0.00575030839269262	Ad-IL12
CD8_5_vs_CD4_3	-2.69913691995777	1.64157667497781e-10	0	0.0500192205644761	Ad-IL12
CD8_6_vs_CD4_3	-2.71995661188513	1.64157667497781e-10	0	0.0524755032070467	Ad-IL12
DC1_vs_CD4_3	-2.55368823171584	1.64157667497781e-10	0	0.0357839461586693	Ad-IL12
DC2_vs_CD4_3	-1.00225979187555	1.64157667497781e-10	0	0.00100521692409036	Ad-IL12
DC3_vs_CD4_3	-2.0543360343272	1.64157667497781e-10	0	0.0113327689439894	Ad-IL12
DC4_vs_CD4_3	-1.12715812812771	1.64157667497781e-10	0	0.00134016455716816	Ad-IL12
E1_vs_CD4_3	-3.68977606469517	1.64157667497781e-10	0	0.489526339768071	Ad-IL12
E2_vs_CD4_3	0.965551019201256	6.56647085757873e-06	4	0.433031838988948	Ad-IL12
E3_vs_CD4_3	-1.81873232849279	1.64157667497781e-10	0	0.00658767747538714	Ad-IL12
M1_vs_CD4_3	-0.401600401432331	4.92489418260092e-06	3	7.56373199958238	Ad-IL12
M10_vs_CD4_3	-2.94713068043239	1.64157667497781e-10	0	0.0885381983684239	Ad-IL12
M11_vs_CD4_3	-3.82222686290803	1.64157667497781e-10	0	0.664089881207122	Ad-IL12
M12_vs_CD4_3	-1.8437589533617	1.64157667497781e-10	0	0.00697844971397791	Ad-IL12
M13_vs_CD4_3	-0.951127468196986	1.64157667497781e-10	0	0.000893567713064421	Ad-IL12
M2_vs_CD4_3	-3.36706655025852	1.64157667497781e-10	0	0.232844803619446	Ad-IL12
M3_vs_CD4_3	1.27945863222555	1.14912008825121e-05	7	0.367828699749802	Ad-IL12
M4_vs_CD4_3	-1.40010283337823	1.64157667497781e-10	0	0.00251248127294049	Ad-IL12
M5_vs_CD4_3	-1.50275156411537	1.64157667497781e-10	0	0.0031823765390961	Ad-IL12
M6_vs_CD4_3	-3.06069429567128	1.64157667497781e-10	0	0.114999061381571	Ad-IL12
M7_vs_CD4_3	-0.44941958734005	1.6417408326453e-06	1	2.81490028241074	Ad-IL12
M8_vs_CD4_3	-2.98260822386303	1.64157667497781e-10	0	0.0960745201126745	Ad-IL12
M9_vs_CD4_3	-1.75117584525431	1.64157667497781e-10	0	0.00563865918166668	Ad-IL12
Mo1_vs_CD4_3	0.0270501244092287	9.84962420753434e-06	6	5.63778310938499	Ad-IL12
Mo2_vs_CD4_3	-3.5378848771457	1.64157667497781e-10	0	0.345052260700511	Ad-IL12
Mo3_vs_CD4_3	-2.94603398125128	1.64157667497781e-10	0	0.088314899946372	Ad-IL12
Mo4_vs_CD4_3	-3.02121600526965	1.64157667497781e-10	0	0.105006456994749	Ad-IL12
Mo5_vs_CD4_3	-3.71343696370541	1.64157667497781e-10	0	0.516936221074939	Ad-IL12
Mo6_vs_CD4_3	1.98250941431328	3.28331750762311e-06	2	0.0208229518811939	Ad-IL12
Mo7_vs_CD4_3	-1.75969113680322	1.64157667497781e-10	0	0.00575030839269262	Ad-IL12
Mo8_vs_CD4_3	-1.85405836444797	1.64157667497781e-10	0	0.00714592353051681	Ad-IL12
N1_vs_CD4_3	-3.67701065681493	1.64157667497781e-10	0	0.475346889967778	Ad-IL12
N2_vs_CD4_3	-2.96007949575284	1.64157667497781e-10	0	0.0912177794330463	Ad-IL12
N3_vs_CD4_3	-1.46288495999705	1.64157667497781e-10	0	0.00290325351153126	Ad-IL12
N4_vs_CD4_3	-2.09514357395494	1.64157667497781e-10	0	0.0124492610542488	Ad-IL12
N5_vs_CD4_3	-2.89450405804224	1.64157667497781e-10	0	0.0784339447705767	Ad-IL12
N6_vs_CD4_3	-0.181877828421976	1.6417408326453e-06	1	1.52027185595951	Ad-IL12
N7_vs_CD4_3	-4.0446300758918	1.64157667497781e-10	0	1.10823044266829	Ad-IL12
NK1_vs_CD4_3	0.468079617742804	3.28331750762311e-06	2	0.680725613649986	Ad-IL12
NK2_vs_CD4_3	-1.32668582563478	1.64157667497781e-10	0	0.00212170903434971	Ad-IL12
NKT_vs_CD4_3	-2.7134397917673	1.64157667497781e-10	0	0.0516939587298651	Ad-IL12
S_vs_CD4_3	-1.75545436080484	1.64157667497781e-10	0	0.00569448378717965	Ad-IL12
T1_vs_CD4_3	-1.88038596602638	1.64157667497781e-10	0	0.00759252037462056	Ad-IL12
T10_vs_CD4_3	-3.48750461668554	1.64157667497781e-10	0	0.307259002768232	Ad-IL12
T11_vs_CD4_3	-0.186509668873984	1.6417408326453e-06	1	1.5365726407693	Ad-IL12
T12_vs_CD4_3	-0.537510665354334	1.6417408326453e-06	1	3.44789548432229	Ad-IL12
T2_vs_CD4_3	-1.81130873554602	1.64157667497781e-10	0	0.0064760282643612	Ad-IL12
T3_vs_CD4_3	-2.36592598801037	1.64157667497781e-10	0	0.0232234099182515	Ad-IL12
T4_vs_CD4_3	-3.54291455681399	1.64157667497781e-10	0	0.349071632297444	Ad-IL12
T5_vs_CD4_3	-4.03518684006144	1.64157667497781e-10	0	1.08439333611426	Ad-IL12
T6_vs_CD4_3	0.0098570506605632	1.6417408326453e-06	1	0.977656690373462	Ad-IL12
T7_vs_CD4_3	-3.43310494007194	1.64157667497781e-10	0	0.271084658395829	Ad-IL12
T8_vs_CD4_3	-3.93185777325817	1.64157667497781e-10	0	0.85478673363942	Ad-IL12
T9_vs_CD4_3	-2.28212826605645	1.64157667497781e-10	0	0.0191482137158049	Ad-IL12
Treg1_vs_CD4_3	-2.69426266883608	1.64157667497781e-10	0	0.0494609745093464	Ad-IL12
Treg2_vs_CD4_3	-3.08687431033059	1.64157667497781e-10	0	0.12214461088723	Ad-IL12
CD4_4_vs_CD4_4	0.864444863806462	2.62653909573124e-05	16	2.18613930805351	Ad-IL12
CD45_1_vs_CD4_4	0.133770979911855	2.62653909573124e-05	16	11.7584944110129	Ad-IL12
CD45_2_vs_CD4_4	0.42509973026084	3.28316976572236e-05	20	7.51505973247956	Ad-IL12
CD8_1_vs_CD4_4	-0.0106287192067762	1.6417408326453e-06	1	1.02487794290129	Ad-IL12
CD8_2_vs_CD4_4	0.0797486100882058	4.92489418260092e-06	3	2.49681934701756	Ad-IL12
CD8_3_vs_CD4_4	-3.93261437521662	1.64157667497781e-10	0	0.856277190048852	Ad-IL12
CD8_4_vs_CD4_4	-3.29033497691198	1.64157667497781e-10	0	0.195134912009501	Ad-IL12
CD8_5_vs_CD4_4	0.770223582856577	1.64159309074456e-05	10	1.69738656382957	Ad-IL12
CD8_6_vs_CD4_4	0.594503792182934	1.14912008825121e-05	7	1.78073974501505	Ad-IL12
DC1_vs_CD4_4	0.216719638020628	3.28331750762311e-06	2	1.21431699105011	Ad-IL12
DC2_vs_CD4_4	-2.53290363198431	1.64157667497781e-10	0	0.034111721083012	Ad-IL12
DC3_vs_CD4_4	0.415063552840901	1.6417408326453e-06	1	0.384573960158313	Ad-IL12
DC4_vs_CD4_4	-2.65780196823646	1.64157667497781e-10	0	0.0454780639719406	Ad-IL12
E1_vs_CD4_4	0.38164117225888	6.56632311567798e-05	40	16.6119228245855	Ad-IL12
E2_vs_CD4_4	0.0369590275261579	2.62653909573124e-05	16	14.6947996573195	Ad-IL12
E3_vs_CD4_4	-3.34937616860155	1.64157667497781e-10	0	0.223550769231823	Ad-IL12
M1_vs_CD4_4	-0.181493010909631	0.000277426622228917	169	256.672873419722	Ad-IL12
M10_vs_CD4_4	-4.47777452054114	1.64157667497781e-10	0	3.00451599605637	Ad-IL12
M11_vs_CD4_4	0.259914212956485	6.73048078317576e-05	41	22.5356818601988	Ad-IL12
M12_vs_CD4_4	0.92664891637477	3.28331750762311e-06	2	0.23681150260224	Ad-IL12
M13_vs_CD4_4	-2.48177130830574	1.64157667497781e-10	0	0.0303229401200358	Ad-IL12
M2_vs_CD4_4	-0.0526061461904504	1.14912008825121e-05	7	7.90151539070314	Ad-IL12
M3_vs_CD4_4	-0.318130963495344	9.84962420753434e-06	6	12.4821515749414	Ad-IL12
M4_vs_CD4_4	-2.93074667348699	1.64157667497781e-10	0	0.085260264083191	Ad-IL12
M5_vs_CD4_4	-3.03339540422413	1.64157667497781e-10	0	0.107992949861048	Ad-IL12
M6_vs_CD4_4	-0.591294708503176	1.6417408326453e-06	1	3.90245708428173	Ad-IL12
M7_vs_CD4_4	-0.0307163601097039	0.000146100488230692	89	95.5227583309727	Ad-IL12
M8_vs_CD4_4	0.264906424592905	9.84962420753434e-06	6	3.26025871105727	Ad-IL12
M9_vs_CD4_4	-3.28181968536307	1.64157667497781e-10	0	0.191346131046525	Ad-IL12
Mo1_vs_CD4_4	0.262315964170176	0.0005745520003999	350	191.316401808382	Ad-IL12
Mo2_vs_CD4_4	0.253692645543499	3.44732743322014e-05	21	11.7092402584942	Ad-IL12
Mo3_vs_CD4_4	-0.476634394083174	1.6417408326453e-06	1	2.99693843413042	Ad-IL12
Mo4_vs_CD4_4	0.0502110031758917	6.56647085757873e-06	4	3.56336118809536	Ad-IL12
Mo5_vs_CD4_4	-0.766945072853049	4.92489418260092e-06	3	17.5420685509961	Ad-IL12
Mo6_vs_CD4_4	-3.84918613564071	1.64157667497781e-10	0	0.706620342011292	Ad-IL12
Mo7_vs_CD4_4	-3.29033497691198	1.64157667497781e-10	0	0.195134912009501	Ad-IL12
Mo8_vs_CD4_4	-3.38470220455672	1.64157667497781e-10	0	0.242494674046704	Ad-IL12
N1_vs_CD4_4	-0.730518765962563	4.92489418260092e-06	3	16.1307476422875	Ad-IL12
N2_vs_CD4_4	-4.4907233358616	1.64157667497781e-10	0	3.0954467391678	Ad-IL12
N3_vs_CD4_4	-2.99352880010581	1.64157667497781e-10	0	0.0985209974536078	Ad-IL12
N4_vs_CD4_4	-3.6257874140637	1.64157667497781e-10	0	0.422461769788075	Ad-IL12
N5_vs_CD4_4	-4.425147898151	1.64157667497781e-10	0	2.66163131890702	Ad-IL12
N6_vs_CD4_4	-0.53647094146502	2.46238142823346e-05	15	51.589948674782	Ad-IL12
N7_vs_CD4_4	-0.429142778229957	2.29822376073568e-05	14	37.6074525309182	Ad-IL12
NK1_vs_CD4_4	0.414536041995997	9.84947646563359e-05	60	23.1002102236823	Ad-IL12
NK2_vs_CD4_4	-2.85732966574354	1.64157667497781e-10	0	0.0719995307127742	Ad-IL12
NKT_vs_CD4_4	0.659011783762982	1.313277755749e-05	8	1.75421827827422	Ad-IL12
S_vs_CD4_4	-3.2860982009136	1.64157667497781e-10	0	0.193240521528013	Ad-IL12
T1_vs_CD4_4	-3.41102980613514	1.64157667497781e-10	0	0.257649797898609	Ad-IL12
T10_vs_CD4_4	-0.541012725833171	4.92489418260092e-06	3	10.4267379025268	Ad-IL12
T11_vs_CD4_4	-0.394975573461648	3.44732743322014e-05	21	52.1431106953765	Ad-IL12
T12_vs_CD4_4	-0.297345185006092	9.68531879813581e-05	59	117.003252000566	Ad-IL12
T2_vs_CD4_4	-3.34195257565478	1.64157667497781e-10	0	0.219761988268847	Ad-IL12
T3_vs_CD4_4	-3.89656982811912	1.64157667497781e-10	0	0.78807913271528	Ad-IL12
T4_vs_CD4_4	-0.471487548368448	6.56647085757873e-06	4	11.8456363731614	Ad-IL12
T5_vs_CD4_4	-0.0217613949803146	5.74553477818907e-05	35	36.7985477953228	Ad-IL12
T6_vs_CD4_4	-0.290378740680874	2.79069676322902e-05	17	33.1764731947175	Ad-IL12
T7_vs_CD4_4	0.291526137663026	2.9548544307268e-05	18	9.19917287052249	Ad-IL12
T8_vs_CD4_4	-0.161469446235967	3.28316976572236e-05	20	29.0069197449622	Ad-IL12
T9_vs_CD4_4	-3.81277210616521	1.64157667497781e-10	0	0.649788627566648	Ad-IL12
Treg1_vs_CD4_4	0.620197735231986	1.14912008825121e-05	7	1.67844265901469	Ad-IL12
Treg2_vs_CD4_4	0.336729184467416	1.47743542324678e-05	9	4.14493906591221	Ad-IL12
CD45_1_vs_CD45_1	0.500004611840461	0.000328315499153229	200	63.2449132150358	Ad-IL12
CD45_2_vs_CD45_1	0.18578606920793	0.000101777918006292	62	40.4209317938976	Ad-IL12
CD8_1_vs_CD45_1	0.43474812396433	2.46238142823346e-05	15	5.51246735246039	Ad-IL12
CD8_2_vs_CD45_1	0.428242702371648	5.90969244568686e-05	36	13.4295359079177	Ad-IL12
CD8_3_vs_CD45_1	-0.0612174105569348	6.56647085757873e-06	4	4.60562166206695	Ad-IL12
CD8_4_vs_CD45_1	0.456126870154538	4.92489418260092e-06	3	1.04956384243426	Ad-IL12
CD8_5_vs_CD45_1	0.294820273882591	2.9548544307268e-05	18	9.12966083661398	Ad-IL12
CD8_6_vs_CD45_1	0.361150318995047	3.61148510071792e-05	22	9.57798904310063	Ad-IL12
DC1_vs_CD45_1	0.389116741268748	2.62653909573124e-05	16	6.53139509447549	Ad-IL12
DC2_vs_CD45_1	-3.26357751587892	1.64157667497781e-10	0	0.183475261721432	Ad-IL12
DC3_vs_CD45_1	0.38332493180823	8.20804753255653e-06	5	2.06849158444936	Ad-IL12
DC4_vs_CD45_1	-3.38847585213107	1.64157667497781e-10	0	0.244610926242338	Ad-IL12
E1_vs_CD45_1	0.18244543900574	0.000223254591954649	136	89.3498419654626	Ad-IL12
E2_vs_CD45_1	0.345200743498095	0.000287276082278784	175	79.0382932162698	Ad-IL12
E3_vs_CD45_1	0.823045363142879	1.313277755749e-05	8	1.20240300373653	Ad-IL12
M1_vs_CD45_1	-0.18101241635106	0.00149383493838747	910	1380.55545520183	Ad-IL12
M10_vs_CD45_1	0.153281319814615	3.77564276821571e-05	23	16.1602622565182	Ad-IL12
M11_vs_CD45_1	0.0098774484881788	0.000203555671854916	124	121.211712458275	Ad-IL12
M12_vs_CD45_1	0.195975032480162	3.28331750762311e-06	2	1.27372794567759	Ad-IL12
M13_vs_CD45_1	-3.21244519220035	1.64157667497781e-10	0	0.163096706881131	Ad-IL12
M2_vs_CD45_1	0.210465445887208	0.000113268954731136	69	42.4995443876084	Ad-IL12
M3_vs_CD45_1	0.0761271939050648	0.000131326298155892	80	67.1372171895335	Ad-IL12
M4_vs_CD45_1	-3.66142055738159	1.64157667497781e-10	0	0.458585752065509	Ad-IL12
M5_vs_CD45_1	-3.76406928811874	1.64157667497781e-10	0	0.58085708110732	Ad-IL12
M6_vs_CD45_1	-0.47690777549782	1.14912008825121e-05	7	20.9899797536697	Ad-IL12
M7_vs_CD45_1	0.100123609172757	0.00106210027286831	647	513.784192901851	Ad-IL12
M8_vs_CD45_1	0.358135129196417	6.56632311567798e-05	40	17.5358147082385	Ad-IL12
M9_vs_CD45_1	-4.01249356925768	1.64157667497781e-10	0	1.02918528759396	Ad-IL12
Mo1_vs_CD45_1	0.166263180397045	0.00247713936669918	1509	1029.02538420663	Ad-IL12
Mo2_vs_CD45_1	0.183069084280352	0.000157591524955537	96	62.9799920021118	Ad-IL12
Mo3_vs_CD45_1	0.415898619176506	6.89463845067354e-05	42	16.1195051468375	Ad-IL12
Mo4_vs_CD45_1	0.285669168561268	6.07385011318464e-05	37	19.1660990954627	Ad-IL12
Mo5_vs_CD45_1	-0.828623549938179	2.29822376073568e-05	14	94.3527771787567	Ad-IL12
Mo6_vs_CD45_1	0.0222108290189815	6.56647085757873e-06	4	3.80066874587503	Ad-IL12
Mo7_vs_CD45_1	-0.0209654335297223	1.6417408326453e-06	1	1.04956384243426	Ad-IL12
Mo8_vs_CD45_1	0.486694760102963	6.56647085757873e-06	4	1.30429577793804	Ad-IL12
N1_vs_CD45_1	0.0573072524603293	0.00016251625498047	99	86.7617655007442	Ad-IL12
N2_vs_CD45_1	-0.142212354602976	1.96990842574012e-05	12	16.6493475726854	Ad-IL12
N3_vs_CD45_1	-3.72420268400042	1.64157667497781e-10	0	0.529910694006565	Ad-IL12
N4_vs_CD45_1	-4.3564612979583	1.64157667497781e-10	0	2.27227713285238	Ad-IL12
N5_vs_CD45_1	-0.0418750890248315	2.1340660932379e-05	13	14.3160030434708	Ad-IL12
N6_vs_CD45_1	-0.104782286879993	0.000357863879302829	218	277.48466025113	Ad-IL12
N7_vs_CD45_1	-0.198737490954866	0.000210121978554827	128	202.277603612996	Ad-IL12
NK1_vs_CD45_1	0.337074108902978	0.000443225866401675	270	124.24811712948	Ad-IL12
NK2_vs_CD45_1	-3.58800354963814	1.64157667497781e-10	0	0.387260810124452	Ad-IL12
NKT_vs_CD45_1	0.423184230075827	4.10395810321127e-05	25	9.43533915921851	Ad-IL12
S_vs_CD45_1	-0.0167286575313408	1.6417408326453e-06	1	1.03937456501411	Ad-IL12
T1_vs_CD45_1	0.460367158524551	6.56647085757873e-06	4	1.38580999729925	Ad-IL12
T10_vs_CD45_1	-0.470066453981657	3.11901209822458e-05	19	56.0818511886696	Ad-IL12
T11_vs_CD45_1	-0.394791992339562	0.00018549832843016	113	280.459929257814	Ad-IL12
T12_vs_CD45_1	-0.279043691652072	0.000543362043575322	331	629.320409568943	Ad-IL12
T2_vs_CD45_1	0.228425250295837	3.28331750762311e-06	2	1.18202444889623	Ad-IL12
T3_vs_CD45_1	-0.627200284736868	1.6417408326453e-06	1	4.23880767494152	Ad-IL12
T4_vs_CD45_1	-0.573780804773168	2.79069676322902e-05	17	63.7136199763627	Ad-IL12
T5_vs_CD45_1	-0.372224760985988	0.000137892604855803	84	197.926782154591	Ad-IL12
T6_vs_CD45_1	-0.5191095365484	8.86453046064691e-05	54	178.444883727263	Ad-IL12
